Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
459,Austin Reaves\reaveau01,SG,23,LAL,37,780,9.8,0.61,0.573,0.325,2.9,10,6.5,7.8,0.7,0.9,10,11,,1,0.4,1.4,0.088,,-2.2,-0.8,-3,-0.2
460,Cam Reddish\reddica01,SF,22,TOT,39,847,12.9,0.534,0.451,0.253,2.7,8.9,5.9,6.6,2.2,1.3,10.7,23.2,,0.1,0.5,0.6,0.033,,-0.9,-0.9,-1.9,0
460,Cam Reddish\reddica01,SF,22,ATL,34,797,13.2,0.537,0.446,0.233,2.8,8.7,5.8,7,2.2,1.3,10.4,23.2,,0.2,0.4,0.6,0.036,,-0.7,-0.9,-1.6,0.1
460,Cam Reddish\reddica01,SF,22,NYK,5,50,8.1,0.48,0.563,0.688,2.1,13,7.5,0,2,2,16.1,21.9,,-0.1,0.1,0,-0.016,,-5.2,-1.5,-6.7,-0.1
461,Davon Reed\reedda01,SG,26,DEN,28,399,12,0.602,0.558,0.053,2.9,17.3,10.2,9.9,2.1,0.7,7.6,11.7,,0.5,0.5,1,0.121,,-0.9,1,0.1,0.2
462,Paul Reed\reedpa01,C,22,PHI,21,185,12.9,0.462,0.093,0.186,12.2,15.9,14.1,7.6,3.2,4.8,13.1,13.1,,0.1,0.3,0.4,0.101,,-4,1.6,-2.4,0
463,Naz Reid\reidna01,C,22,MIN,52,830,16.7,0.563,0.347,0.308,9.4,16.7,12.9,8,1.3,6.2,12.9,21.9,,0.9,1,1.9,0.111,,-0.6,0.1,-0.5,0.3
464,Nick Richards\richani01,C,24,CHO,40,340,16.9,0.707,0,0.506,9,16,12.4,5.4,1.3,5.3,16.8,14.8,,0.7,0.3,1,0.146,,-1.9,0,-2,0
465,Josh Richardson\richajo01,SG,28,BOS,44,1087,12.5,0.57,0.455,0.207,2.6,9.6,6.1,9,1.6,1.9,9.4,16.7,,1.2,1.5,2.6,0.116,,-0.9,0.9,0,0.6
466,Austin Rivers\riverau01,SG,29,DEN,40,845,7.4,0.537,0.662,0.123,1.8,6.6,4.2,6.8,1.6,0.4,12.2,13.8,,0,0.6,0.6,0.031,,-3.4,-0.5,-3.8,-0.4
467,Duncan Robinson\robindu01,SG,27,MIA,52,1425,10.6,0.56,0.84,0.087,1.5,10.9,6.3,8.2,1.2,0.8,7.7,18.2,,1.2,1.4,2.6,0.087,,-0.4,-0.4,-0.8,0.5
468,Justin Robinson\robinju01,PG,24,TOT,25,304,3.8,0.404,0.656,0.086,1.4,6,3.7,14.4,1.4,0.3,15,16,,-0.5,0.2,-0.3,-0.05,,-6.3,-1.4,-7.7,-0.4
468,Justin Robinson\robinju01,PG,24,MIL,17,198,4.5,0.415,0.649,0.035,1.1,5.7,3.5,14,2,0,16,14.9,,-0.3,0.2,-0.1,-0.023,,-6.1,-0.4,-6.6,-0.2
468,Justin Robinson\robinju01,PG,24,SAC,3,15,-13.4,0.125,0.375,0,0,7.2,3.6,17.2,0,0,11.1,25.6,,-0.1,0,-0.1,-0.453,,-18.2,-7.9,-26.1,-0.1
468,Justin Robinson\robinju01,PG,24,DET,5,91,5.2,0.457,0.75,0.214,2.2,6.3,4.1,14.8,0.5,1,14,16.8,,-0.1,0,-0.1,-0.042,,-4.7,-2.5,-7.2,-0.1
469,Mitchell Robinson\robinmi01,C,23,NYK,49,1243,20.8,0.743,0,0.553,15.8,21.2,18.4,2.9,1.2,6.2,11.8,11.4,,3.9,1.9,5.8,0.222,,1.1,0.7,1.8,1.2
470,Jeremiah Robinson-Earl\robinje02,C,21,OKC,44,1014,11.1,0.506,0.514,0.144,7,18.8,12.8,6.6,1.3,1.4,10.1,14.8,,0.3,1.2,1.4,0.068,,-2.3,-0.2,-2.6,-0.1
471,Isaiah Roby\robyis01,PF,23,OKC,18,246,17.5,0.649,0.262,0.25,8.1,16.5,12.2,9.1,0.8,2.3,13.9,19.1,,0.5,0.2,0.7,0.139,,0.4,-0.3,0.1,0.1
472,Rajon Rondo\rondora01,PG,35,TOT,29,515,9,0.444,0.479,0.121,2.7,14.4,8.7,31.1,2.1,0.9,26.8,17,,-0.5,0.7,0.2,0.015,,-3.6,0.8,-2.7,-0.1
472,Rajon Rondo\rondora01,PG,35,LAL,18,289,6.7,0.383,0.423,0.028,3.7,14.2,9,30.1,2,1.6,32.1,15.8,,-0.6,0.3,-0.3,-0.043,,-4.7,0.3,-4.4,-0.2
472,Rajon Rondo\rondora01,PG,35,CLE,11,226,12,0.503,0.536,0.217,1.5,14.8,8.3,32.3,2.2,0,20.9,18.6,,0.1,0.4,0.4,0.09,,-2.1,1.6,-0.6,0.1
473,Derrick Rose\rosede01,PG,33,NYK,26,636,17.4,0.541,0.336,0.113,3.5,9.7,6.6,27.7,1.7,1.9,11.9,22.6,,0.9,0.6,1.5,0.11,,2.5,-0.3,2.2,0.7
474,Terrence Ross\rosste01,SG,30,ORL,47,1150,10.9,0.528,0.462,0.255,1.4,10,5.7,13,1,0.9,11.8,20.7,,-0.1,0.5,0.5,0.02,,-1.9,-1.2,-3.1,-0.3
475,Terry Rozier\roziete01,SG,27,CHO,47,1566,16.3,0.548,0.516,0.146,2.2,11.3,6.6,18.1,1.6,1,7.1,22.9,,2.2,0.8,2.9,0.09,,2,-1,0.9,1.2
476,Ricky Rubio\rubiori01,PG,31,CLE,34,970,14.3,0.488,0.423,0.251,1.7,13.6,7.8,34.6,2.5,0.6,16.5,24.8,,0.1,1.6,1.7,0.085,,-0.8,1.2,0.4,0.6
477,D'Angelo Russell\russeda01,PG,25,MIN,41,1314,17.3,0.542,0.535,0.22,1.2,11,5.9,34.1,1.4,1.5,12.9,26.2,,2.1,1,3,0.111,,3.1,-1.1,2,1.3
478,Domantas Sabonis\sabondo01,C-PF,25,TOT,48,1665,22.8,0.646,0.185,0.442,10.5,28.1,19.2,23,1.4,1.1,17.3,22.1,,4.8,1.7,6.4,0.185,,3.8,0.9,4.7,2.8
478,Domantas Sabonis\sabondo01,C,25,IND,47,1632,22.9,0.649,0.189,0.452,10.4,28.1,19.2,22.9,1.4,1.2,17.3,21.9,,4.7,1.6,6.4,0.188,,3.9,0.9,4.8,2.8
478,Domantas Sabonis\sabondo01,PF,25,SAC,1,33,22.2,0.541,0.053,0.158,16.1,29.5,22.8,28.1,1.5,0,16.4,31.4,,0,0,0.1,0.078,,-1.8,-1.6,-3.4,0
479,Olivier Sarr\sarrol01,C,22,OKC,2,14,15,0.515,0.333,0.667,0,37.1,18.2,0,0,13.5,0,12,,0,0,0,0.149,,-3.2,3.1,-0.1,0
480,Tomáš Satoranský\satorto01,SG,30,NOP,32,481,6.7,0.373,0.29,0.234,4,10.8,7.3,21.5,1.4,0.2,16.3,12.7,,-0.3,0.2,-0.1,-0.005,,-4.9,-0.7,-5.7,-0.4
481,Jordan Schakel\schakjo01,SG,23,WAS,2,14,-10.6,0,0.5,0,15.8,7.6,11.6,0,0,0,0,19,,-0.1,0,-0.1,-0.389,,-12,-8.4,-20.4,-0.1
482,Admiral Schofield\schofad01,SF,24,ORL,20,235,8.4,0.594,0.6,0.091,2.7,16.8,9.8,9.5,0.4,1.2,16.1,12.6,,0.1,0.1,0.2,0.044,,-3.6,-0.8,-4.4,-0.1
483,Dennis Schröder\schrode01,SG,28,BOS,49,1433,14,0.543,0.329,0.248,2.1,10,6.1,22.9,1.4,0.3,13.8,23.1,,1.2,1.7,2.9,0.097,,-1.1,-0.3,-1.4,0.2
484,Tre Scott\scotttr01,SF,25,CLE,2,11,20.7,0.5,0.167,0,10.1,9.5,9.8,0,4.5,8.1,0,24,,0,0,0,0.156,,-4.7,1.8,-2.9,0
485,Jay Scrubb\scrubja01,SG,21,LAC,18,121,9.5,0.486,0.457,0.217,1.8,11.8,6.9,9.9,1.6,2.1,12.2,20.8,,-0.1,0.1,0,0.005,,-4.2,-0.6,-4.8,-0.1
486,Wayne Selden\seldewa01,SG,27,NYK,3,19,4.5,0.434,0.5,1,0,5.7,2.8,7.3,0,0,0,13.4,,0,0,0,0.012,,-4.2,-2,-6.2,0
487,Alperen Şengün\sengual01,C,19,HOU,46,858,16.4,0.561,0.197,0.508,9.9,17.7,13.8,20.5,2.1,4.7,20.7,22.5,,0.5,0.7,1.3,0.071,,-1.4,0.9,-0.5,0.3
488,Collin Sexton\sextoco01,SG,23,CLE,11,316,11.5,0.523,0.298,0.258,4.6,7.6,6.1,12,1.6,0,15.6,27.7,,-0.3,0.4,0.1,0.012,,-3.3,-0.6,-3.9,-0.2
489,Landry Shamet\shamela01,SG,24,PHO,45,891,10.1,0.529,0.696,0.187,1.3,8.7,5.1,10.3,1.1,0.4,7.1,16.3,,0.7,1,1.6,0.088,,-1.1,0.1,-1,0.2
490,Day'Ron Sharpe\sharpda01,PF,20,BRK,26,326,19.5,0.578,0.032,0.238,22.6,20.3,21.4,5.7,1,4.1,16.2,22,,0.5,0.4,0.9,0.13,,-1.6,-2.9,-4.5,-0.2
491,Pascal Siakam\siakapa01,PF,27,TOR,40,1516,20,0.56,0.184,0.326,5.9,20.1,12.7,22.4,1.7,2.1,12.5,25,,2.9,1.8,4.6,0.147,,2.3,0.7,3.1,1.9
492,Chris Silva\silvach01,PF,25,TOT,10,91,11.8,0.641,0,0.8,16.2,28.3,22.3,10.7,0,1.2,28.3,13.8,,0.1,0.1,0.3,0.138,,-4.8,-0.1,-4.9,-0.1
492,Chris Silva\silvach01,PF,25,MIN,1,3,3.9,,,,0,36.6,17.7,0,0,0,,0,,0,0,0,0.052,,-5.5,-1.1,-6.6,0
492,Chris Silva\silvach01,PF,25,MIA,9,88,12.1,0.641,0,0.8,16.8,28,22.4,11,0,1.2,28.3,14.2,,0.1,0.1,0.3,0.141,,-4.8,-0.1,-4.9,-0.1
493,Marko Simonovic\simonma01,C,22,CHI,9,35,10.4,0.428,0.333,0.733,16,15.7,15.9,0,1.4,2.5,9.2,27.5,,0,0,0,0,,-5.8,-5.1,-11,-0.1
494,Anfernee Simons\simonan01,SG,22,POR,50,1449,15,0.573,0.552,0.134,1.7,8.5,5,21,0.9,0.4,11.8,24,,1.9,0.1,2,0.065,,1.5,-2.6,-1.1,0.3
495,Jericho Sims\simsje01,PF,23,NYK,17,111,13.7,0.745,0,0.364,10.5,15.7,13,1.3,1.4,6.2,13.6,5.9,,0.2,0.2,0.4,0.154,,-1.3,1.3,0,0.1
496,Deividas Sirvydis\sirvyde01,SG,21,DET,3,27,0.2,0.15,0.7,0,0,25.4,12,5.1,5.4,3.4,0,15.9,,-0.1,0.1,-0.1,-0.144,,-10.9,2,-8.9,0
497,Javonte Smart\smartja01,PG,22,MIL,13,160,2.6,0.34,0.419,0.14,2.7,9.6,6.3,11.2,1.2,1.2,16.5,14.7,,-0.3,0.1,-0.2,-0.064,,-7.2,-0.9,-8.1,-0.2
498,Marcus Smart\smartma01,PG,27,BOS,47,1549,13.3,0.532,0.49,0.251,2,10.7,6.4,23.6,2.8,0.8,16,17.2,,1.2,2.5,3.7,0.114,,-1.8,1.9,0.1,0.8
499,Dennis Smith Jr.\smithde03,PG,24,POR,37,638,13.6,0.474,0.143,0.339,3.4,12,7.6,30.2,3.5,1.8,19,18.3,,0,0.6,0.6,0.047,,-2.6,1,-1.5,0.1
500,Ish Smith\smithis01,PG,33,CHO,37,511,9.9,0.434,0.135,0.103,2.2,9.8,5.9,26.4,1.9,1.9,15.7,19,,-0.4,0.3,-0.1,-0.011,,-3.6,-1,-4.6,-0.3
501,Jalen Smith\smithja04,PF,21,PHO,29,382,16.3,0.547,0.285,0.38,15.7,22.8,19.3,2.2,0.8,4.1,12.1,20.5,,0.5,0.7,1.2,0.146,,-1.7,-0.7,-2.4,0
502,Xavier Sneed\sneedxa01,SF,24,MEM,2,8,-7.2,0,1,0,12.9,13.5,13.2,0,0,0,0,10.3,,0,0,0,-0.154,,-14.3,-5.7,-20,0
503,Tony Snell\snellto01,SG,30,POR,38,546,5.4,0.503,0.773,0.031,2.2,12.6,7.2,4.9,0.7,1.2,10.1,8.7,,0,0.1,0.2,0.013,,-3.7,-1,-4.8,-0.4
504,Jaden Springer\sprinja01,SG,19,PHI,2,6,26.9,1,0,0,18.8,18.2,18.5,0,0,29.8,50,15,,0,0,0,0.142,,8.5,8.7,17.2,0
505,Cassius Stanley\stanlca01,SG,22,DET,9,155,8.2,0.516,0.37,0.217,3.3,10.3,6.6,4,1.6,1.2,10.6,15.6,,0,0.1,0.1,0.02,,-4.9,-1.2,-6.1,-0.2
506,Nik Stauskas\stausni01,SG,28,MIA,2,24,13.4,0.564,0.5,0.5,4.7,9.3,7,6.1,0,0,0,18,,0.1,0,0.1,0.148,,0.2,-1.4,-1.2,0
507,Lance Stephenson\stephla01,SG-SF,31,TOT,26,445,13.9,0.53,0.312,0.243,2.5,16.4,9.4,33.1,1.1,0.2,17.6,22.6,,0.3,0.2,0.5,0.057,,-1.3,-1.8,-3.1,-0.1
507,Lance Stephenson\stephla01,SF,31,ATL,6,70,4.7,0.396,0.231,0.154,1.6,21.6,11.7,20.1,0,0,22.4,11.2,,-0.1,0,0,-0.025,,-6.4,-0.8,-7.2,-0.1
507,Lance Stephenson\stephla01,SG,31,IND,20,375,15.7,0.541,0.319,0.25,2.6,15.4,9,35.5,1.3,0.2,17.2,24.7,,0.4,0.2,0.6,0.072,,-0.4,-2,-2.4,0
508,Lamar Stevens\stevela01,PF,24,CLE,39,576,11,0.532,0.247,0.23,5.6,11.1,8.4,6.4,1.7,1.4,10.3,16.3,,0.2,0.8,1.1,0.09,,-2.9,1.1,-1.8,0
509,Isaiah Stewart\stewais01,C,20,DET,46,1194,13.2,0.542,0.078,0.217,11.8,24.2,17.7,6.6,0.6,4,15.1,14.3,,0.8,1.1,1.8,0.074,,-3,-0.7,-3.7,-0.5
510,Max Strus\strusma01,SF,25,MIA,43,1038,13.2,0.611,0.753,0.106,2.1,13.4,7.8,8.3,0.7,0.9,8,18.3,,1.6,1,2.5,0.118,,1.6,-0.7,0.9,0.7
511,Jalen Suggs\suggsja01,PG,20,ORL,35,979,8.8,0.463,0.359,0.29,2.4,11.7,7,23.5,2.1,1.3,19.2,25.4,,-2,0.8,-1.2,-0.06,,-4.8,-0.6,-5.4,-0.9
512,Craig Sword\swordcr01,SG,28,WAS,3,19,14.5,0.75,0.25,0,0,0,0,7.9,10.4,0,20,11.7,,0,0,0.1,0.167,,-8.4,10.1,1.7,0
513,Keifer Sykes\sykeske01,PG,28,IND,18,353,6.3,0.464,0.467,0.117,1.9,9.1,5.5,15.2,1,0.7,16,18.4,,-0.3,0.1,-0.2,-0.033,,-4.2,-2,-6.1,-0.4
514,Jae'Sean Tate\tateja01,SF,26,HOU,52,1418,15.1,0.569,0.271,0.279,6.9,15.6,11.3,18,1.7,2,14.8,19.8,,1.6,0.7,2.4,0.08,,-0.8,-0.4,-1.1,0.3
515,Jayson Tatum\tatumja01,SF,23,BOS,52,1874,20,0.548,0.406,0.286,3.5,21.2,12.5,20.2,1.3,1.8,11.1,31.9,,2.2,3.1,5.3,0.136,,3.1,0.3,3.4,2.6
516,Terry Taylor\taylote01,SG,22,IND,10,166,24.9,0.602,0.104,0.149,23.1,20.8,21.9,15.8,0.3,1,5.3,19.6,,0.7,0.1,0.8,0.238,,4.9,-3,1.8,0.2
517,Garrett Temple\templga01,SG,35,NOP,50,984,9,0.5,0.611,0.149,3,12,7.4,9.4,2,2,12,13.9,,0,0.8,0.8,0.038,,-2.9,0.2,-2.7,-0.2
518,Emanuel Terry\terryem01,PF,25,PHO,3,18,-0.1,0,0,0,48.3,40.3,44.2,12.5,2.7,0,50,24,,-0.1,0,-0.1,-0.255,,-12.9,-5.5,-18.5,-0.1
519,Tyrell Terry\terryty01,PG,21,MEM,2,3,20.6,1,0,0,0,0,0,0,0,0,0,13.8,,0,0,0,0.223,,-3.3,2.4,-1,0
520,Jon Teske\teskejo01,C,24,MEM,3,8,1.6,0,0,2,0,26.9,13.2,14.1,6,0,0,9.7,,0,0,0,-0.087,,-8.4,3.5,-4.9,0
521,Daniel Theis\theisda01,C,29,HOU,26,584,10.9,0.554,0.441,0.223,6,18.5,12.2,5.2,0.9,2.7,13.6,16.5,,0.1,0.2,0.4,0.031,,-2.4,-1.1,-3.4,-0.2
522,Brodric Thomas\thomabr01,SG,25,BOS,7,28,-1.7,0.202,0.667,0.222,7.7,11.3,9.5,23,0,0,23.3,20.2,,-0.1,0,-0.1,-0.197,,-8.9,-3.1,-12,-0.1
523,Cam Thomas\thomaca02,SG,20,BRK,43,785,11.6,0.515,0.365,0.182,1.1,12.8,7.1,9.6,1.4,0.8,9.2,21.5,,-0.1,0.5,0.4,0.026,,-2,-1.6,-3.6,-0.3
524,Isaiah Thomas\thomais02,PG,32,TOT,5,114,4.5,0.415,0.532,0.234,0.9,6.5,3.7,13.3,0,1.6,8.8,21.6,,-0.2,0,-0.2,-0.065,,-5.2,-2.6,-7.9,-0.2
524,Isaiah Thomas\thomais02,PG,32,LAL,4,101,3.4,0.422,0.564,0.282,1.1,7.3,4.2,8.1,0,1.8,10.2,20.8,,-0.2,0,-0.2,-0.074,,-5.8,-2.5,-8.4,-0.2
524,Isaiah Thomas\thomais02,PG,32,DAL,1,13,12.8,0.375,0.375,0,0,0,0,53,0,0,0,27.5,,0,0,0,0.013,,-0.6,-3.6,-4.1,0
525,Matt Thomas\thomama02,SG,27,CHI,32,417,10.2,0.568,0.678,0.14,0.8,11.1,6,6.1,0.8,0.4,4.5,14.2,,0.4,0.2,0.6,0.069,,-0.8,-1.7,-2.5,-0.1
526,Klay Thompson\thompkl01,SG,31,GSW,12,287,18.6,0.56,0.533,0.13,2.4,12.4,7.6,21.5,1.4,2,9.6,30,,0.3,0.4,0.8,0.132,,3.7,-0.4,3.3,0.4
527,Tristan Thompson\thomptr01,PF,30,SAC,30,455,15.4,0.521,0.007,0.397,16.9,21.2,19,5.9,1.2,2.2,14.1,19.4,,0.3,0.3,0.7,0.069,,-1.6,-2,-3.6,-0.2
528,JT Thor\thorjt01,PF,19,CHO,15,128,8.5,0.467,0.625,0.313,4.8,11,7.8,8,1.5,4.5,12.1,13.7,,0,0.1,0.1,0.026,,-4.2,-1.4,-5.6,-0.1
529,Matisse Thybulle\thybuma01,SG,24,PHI,39,1034,11,0.594,0.525,0.105,2.3,7.3,4.8,5.8,3.3,3.8,11.7,9.4,,0.6,1.5,2.1,0.099,,-2.2,3.2,1,0.8
530,Killian Tillie\tilliki02,C,23,MEM,32,427,9.1,0.481,0.664,0.069,4.8,8.8,6.8,5.9,2.6,3,8.4,12.7,,0.1,0.5,0.7,0.076,,-2.9,1.1,-1.9,0
531,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,39,510,15.2,0.505,0.229,0.314,9.3,14.8,12,10.4,3.9,2.5,13,16.2,,0.4,0.9,1.2,0.117,,-1.1,2.2,1.1,0.4
532,Isaiah Todd\toddis01,PF,20,WAS,9,35,15.7,0.477,0.667,0.267,6.3,21.2,14,4.2,2.8,4.8,5.6,22.5,,0,0.1,0,0.061,,1.6,0.3,1.9,0
533,Obi Toppin\toppiob01,PF,23,NYK,50,775,17.3,0.593,0.301,0.301,6.3,19.1,12.6,10.1,0.9,2.8,10.5,20.1,,1.3,0.8,2.2,0.135,,0.5,0.1,0.6,0.5
534,Juan Toscano-Anderson\toscaju01,SF,28,GSW,53,799,11.7,0.56,0.36,0.285,3.7,15.5,9.8,18.1,2.4,1.8,20.8,15.5,,0.3,1.5,1.8,0.108,,-2.8,2.4,-0.3,0.3
535,Karl-Anthony Towns\townska01,C,26,MIN,48,1648,23.8,0.632,0.315,0.357,8.4,21.5,14.7,19.3,1.4,3.4,14.6,27.3,,4.6,2,6.6,0.193,,4.6,0.5,5.1,3
536,Gary Trent Jr.\trentga02,SG,23,TOR,44,1533,15.7,0.558,0.514,0.147,1,7.7,4.2,8.8,2.7,0.9,5.5,21.3,,2.4,1.5,3.9,0.121,,0.5,0.4,0.9,1.1
537,P.J. Tucker\tuckepj01,PF,36,MIA,48,1359,12.7,0.631,0.487,0.156,5.7,15.9,10.8,10.8,1.5,0.9,12.7,12.1,,2.2,1.7,3.9,0.139,,0.1,1.2,1.4,1.2
538,Rayjon Tucker\tuckera01,SG,24,DEN,3,29,14,0.798,1,2,3.9,11.3,7.7,16.9,1.7,0,0,5.7,,0.1,0,0.1,0.22,,0.8,1.3,2,0
539,Myles Turner\turnemy01,C,25,IND,42,1235,17.9,0.615,0.466,0.267,5.8,20.9,13.3,5.3,1.1,8.3,10.9,17.2,,1.9,1.6,3.5,0.136,,0.3,1.4,1.7,1.1
540,Jonas Valančiūnas\valanjo01,C,29,NOP,48,1503,21,0.608,0.178,0.309,11.5,29.7,20.4,14.1,0.8,2.7,14.5,24,,3,1.6,4.6,0.148,,2.1,-0.4,1.7,1.4
541,Denzel Valentine\valende01,SG,28,TOT,24,222,8.2,0.523,0.712,0,4.5,15.5,10.2,7,1.8,0,15.4,15.4,,-0.1,0.3,0.3,0.055,,-3,0.4,-2.6,0
541,Denzel Valentine\valende01,SG,28,CLE,22,204,8.6,0.516,0.71,0,4.9,14.8,10,7.6,1.7,0,13.9,15.5,,0,0.3,0.3,0.062,,-2.6,0.3,-2.3,0
541,Denzel Valentine\valende01,SG,28,UTA,2,18,4.3,0.625,0.75,0,0,23.2,12.1,0,2.7,0,33.3,14.5,,0,0,0,-0.024,,-7.6,1.5,-6.1,0
542,Jarred Vanderbilt\vandeja01,PF,22,MIN,50,1301,16.8,0.617,0.043,0.349,12.4,24.7,18.3,7.1,2.8,2.8,14.8,11.1,,2.4,2.2,4.6,0.17,,-0.4,1.4,1,1
543,Fred VanVleet\vanvlfr01,PG,27,TOR,48,1851,19,0.568,0.574,0.197,2.1,11.3,6.4,28.8,2.2,1.3,12.6,24.1,,4.1,1.7,5.8,0.151,,4.3,0.2,4.5,3
544,Devin Vassell\vassede01,SF,21,SAS,47,1195,13.3,0.537,0.502,0.112,2.2,15.5,8.8,8.3,1.9,2,6.6,18.9,,0.8,1.3,2,0.081,,-0.6,0,-0.5,0.4
545,Gabe Vincent\vincega01,PG,25,MIA,46,1099,12,0.57,0.627,0.11,1.9,7.6,4.8,20.7,2.1,1.1,16.3,18.3,,0.9,1.3,2.2,0.095,,-1,0.6,-0.5,0.4
546,Nikola Vučević\vucevni01,C,31,CHI,48,1618,18.9,0.529,0.303,0.101,6.8,31.4,19.2,16.6,1.4,3.1,9.9,24,,1.4,2.3,3.7,0.109,,1.3,0.2,1.5,1.4
547,Dean Wade\wadede01,PF,25,CLE,40,763,10.1,0.579,0.671,0.138,3.7,13,8.5,8.1,1.4,0.6,8.3,11.1,,0.9,1,1.9,0.119,,-1.8,1.4,-0.4,0.3
548,Franz Wagner\wagnefr01,SF,20,ORL,56,1795,14.6,0.553,0.27,0.222,3.6,11.8,7.7,15.4,1.3,1.3,10.3,21.4,,1.6,1.1,2.7,0.072,,-0.4,-0.7,-1,0.4
549,Moritz Wagner\wagnemo01,C,24,ORL,45,564,18.5,0.627,0.521,0.332,4.2,16.7,10.4,15.1,1.1,1.6,10.5,23.5,,1.2,0.4,1.7,0.143,,1.8,-0.2,1.6,0.5
550,Ish Wainright\wainris01,PF,27,PHO,27,201,6.9,0.44,0.534,0.086,10.3,8.2,9.2,5.7,1.9,1.8,14.2,15.1,,-0.1,0.3,0.2,0.039,,-4.4,0.1,-4.3,-0.1
551,Kemba Walker\walkeke02,PG,31,NYK,33,853,13.8,0.53,0.533,0.18,1.5,11.7,6.5,21.7,1.5,0.6,11.1,20.9,,0.8,0.7,1.5,0.084,,0.3,-0.4,-0.1,0.4
552,Lonnie Walker IV\walkelo01,SG,23,SAS,50,1133,11.5,0.489,0.457,0.171,1.1,10.7,5.9,14.4,1.4,1.2,8.6,22.9,,-0.2,0.8,0.6,0.025,,-1.9,-1.2,-3.1,-0.3
553,M.J. Walker\walkemj01,SG,23,PHO,2,8,-3.3,0,0.5,0,0,12.9,6.6,14,12.1,0,0,21.6,,-0.1,0,0,-0.271,,-15.7,6,-9.7,0
554,Derrick Walton\waltode01,PG,26,DET,3,108,6.1,0.342,0.5,0.154,1.9,8.5,5,27.3,3.2,3.4,28.4,15.4,,-0.3,0.1,-0.2,-0.073,,-5.4,0.7,-4.7,-0.1
555,Brad Wanamaker\wanambr01,PG,32,TOT,23,320,7.8,0.472,0.221,0.325,2.1,11.4,6.7,23.1,1.1,1.6,20.7,15,,-0.1,0.2,0.1,0.015,,-5.1,-0.6,-5.7,-0.3
555,Brad Wanamaker\wanambr01,PG,32,IND,22,293,6.8,0.465,0.236,0.306,2.2,11,6.6,22,0.8,1.8,22,15.4,,-0.2,0.1,0,-0.005,,-5.5,-1.1,-6.5,-0.3
555,Brad Wanamaker\wanambr01,PG,32,WAS,1,27,18.5,0.554,0,0.6,0,15.7,8,34.7,3.7,0,0,10.4,,0.1,0,0.1,0.224,,-1.5,4.8,3.3,0
556,Duane Washington Jr.\washidu02,PG,21,IND,24,505,10,0.495,0.513,0.116,0.4,10.4,5.4,14.6,1.1,0.2,9.6,22.3,,-0.1,0.2,0,0.005,,-2,-2.9,-4.8,-0.4
557,P.J. Washington\washipj01,PF,23,CHO,39,958,14.1,0.583,0.603,0.193,5.4,18.4,11.7,11.3,1.4,3.5,13.6,16.9,,1,0.8,1.8,0.091,,-0.2,0,-0.2,0.4
558,Yuta Watanabe\watanyu01,SF,27,TOR,23,353,9.5,0.507,0.553,0.252,4.1,18.1,10.8,6,1,2.8,12.3,15.9,,0,0.3,0.3,0.045,,-2.7,-0.7,-3.3,-0.1
559,Tremont Waters\watertr01,PG,24,TOT,3,50,5.6,0.357,0.643,0,0,9.1,4.3,18.5,5,0,22.2,15.5,,-0.1,0.1,0,-0.042,,-7.6,-0.1,-7.7,-0.1
559,Tremont Waters\watertr01,PG,24,TOR,2,42,5.3,0.333,0.75,0,0,10.8,5.2,22,4.8,0,25,16.3,,-0.1,0.1,-0.1,-0.063,,-7.3,-0.9,-8.2,-0.1
559,Tremont Waters\watertr01,PG,24,WAS,1,8,7.5,0.5,0,0,0,0,0,0,6.2,0,0,11.1,,0,0,0,0.066,,-9.3,4.2,-5.1,0
560,Trendon Watford\watfotr01,SF,21,POR,30,364,14.6,0.607,0.104,0.323,7.1,19.5,13.1,11.3,1.2,3.7,15.4,15.5,,0.5,0.3,0.8,0.1,,-2.6,0,-2.6,-0.1
561,Paul Watson\watsopa01,SF,27,OKC,9,156,5.9,0.432,0.743,0.057,1.9,16,8.8,7.4,0.9,1.8,10,11.1,,-0.1,0.2,0,0.013,,-4.8,-0.7,-5.5,-0.1
562,Quinndary Weatherspoon\weathqu01,SG,25,GSW,5,33,11.2,0.643,0.1,0.2,3.4,15.9,9.9,9.3,1.5,2.9,21.6,18.3,,0,0.1,0.1,0.1,,-6.8,0.3,-6.4,0
563,Russell Westbrook\westbru01,PG,33,LAL,55,1902,15.1,0.503,0.218,0.321,4.2,19.6,12,34,1.5,0.7,18.3,27.7,,-0.5,2,1.5,0.037,,-0.8,-0.7,-1.4,0.2
564,Coby White\whiteco01,PG,21,CHI,35,961,12.7,0.562,0.531,0.168,1.2,9.9,5.5,13.7,0.8,0.9,9.6,20.4,,0.9,0.4,1.3,0.067,,-0.7,-2.1,-2.8,-0.2
565,Derrick White\whitede01,SG,27,SAS,49,1486,16.2,0.551,0.453,0.281,1.7,10.5,6.1,25.2,1.6,2.3,12,20.7,,2.3,1.3,3.5,0.114,,1.3,0.3,1.6,1.4
